Sr_No,Date,StartUp,Vertical,SubVertical,Location,Investors,Round,Amount
1547,2016-07-15,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,56.658
1548,2016-07-18,Yellowdig,Consumer Internet,Online Learning Platform,Pune,Sri Capital,Seed Funding,6.137950000000001
1549,2016-07-18,Zuppler,Consumer Internet,Online Food Ordering Platform,New Delhi,Sri Capital,Seed Funding,6.137950000000001
1550,2016-07-18,Bluestone,Ecommerce,Jewellery Etailer,Mumbai,"Iifl  Accel Partners, Kalaari Capital, Ivycap Ventures, Rb Investments",Private Equity,283.29
1551,2016-07-18,Underdogs,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,9.443
1552,2016-07-18,Imageprovision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,9.443
1553,2016-07-19,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,94.43
1554,2016-07-19,Deal4Loans / Wishfin,Consumer Internet,\\Nloans Comparison Platform\\N\\N\\N\\N     (Adsbygoogle = Window.Adsbygoogle || []).Push({});\\N\\N,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,141.645
1555,2016-07-19,Niyo Solutions,Technology,Payroll & Benefits Software Solutions,Bangalore,Prime Venture Partners,Private Equity,9.443
1556,2016-07-19,Applop,Consumer Internet,Mobile Apps Saas Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,2.36075
1557,2016-07-20,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,9.443
1558,2016-07-20,Truckola,Logistics,Tech-Focused Cargo Transport Startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak  Nihit Agarwal, Suramya Gupta",Seed Funding,5.618585
1559,2016-07-20,Iserve Financial,Consumer Internet,Loan Comparison & Deals Platform,Pune,Nilesh Shah,Seed Funding,9.443
1560,2016-07-21,Mytaxiindia,Consumer Internet,Online Car Rental Booking Platform,New Delhi,Nihon Kotsu Co,Private Equity,9.443
1561,2016-07-21,Aberuk,Ecommerce,Online Marketplace For Books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,9.443
1562,2016-07-21,Wiwigo,Consumer Internet,Inter-City Taxi Booking Platform,Bangalore,Indian Angel Network,Seed Funding,5.618585
1564,2016-06-01,Chikoop,Consumer Internet,Free Ad Based Voice Calling,Indore,Undisclosed Investors,Seed Funding,9.443
1565,2016-06-01,Bridgei2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,9.443
1566,2016-06-02,Droom,Ecommerce,Online Marketplace For Used Automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,9.443
1567,2016-06-02,Visit,Consumer Internet,On-Demand Healthcare Service Provider,New Delhi,Mapmyindia,Seed Funding,9.443
1568,2016-06-02,Atomberg,Technology,"Smart, Energy Efficient Home Appliance Manufacturer",Mumbai,Parampara Capital,Private Equity,9.443
1569,2016-06-02,Coutloot,Ecommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,9.443
1570,2016-06-02,Limo,Consumer Internet,Bus Aggregator Mobile App,Mumbai,Rainmaker Ventures,Private Equity,9.443
1571,2016-06-03,Icliniq,Consumer Internet,Doctor Consultation Platform,Bangalore,Madhankumar Madathupalayam,Seed Funding,9.443
1572,2016-06-03,Gogo Truck,Consumer Internet,Truck Aggregator & Booking Platform,Chennai,Undisclosed Investor,Seed Funding,0.7082250000000001
1573,2016-06-03,Vyome Biosciences,Healthcare,Treatment Development For Antibiotic-Resistant Diseases,New Delhi,Romulus Capital,Private Equity,18.886
1574,2016-06-06,Sillymonks,Consumer Internet,Digital Media And Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,4.230464
1575,2016-06-07,Cuemath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,37.772
1576,2016-06-07,Krazybee,Consumer Internet,Student Micro-Loan Platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,18.886
1577,2016-06-07,Intgrea,Technology,Post Merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,0.9443
1578,2016-06-07,Helpshift,Technology,Mobile Crm Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,217.189
1579,2016-06-07,Creditvidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,9.443
1580,2016-06-08,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,9.443
1581,2016-06-08,Listup,Ecommerce,Location Based Classified Mobile App,Mumbai,"Kae Capital, Kunal Shah, Seep Ton",Seed Funding,4.7215
1582,2016-06-08,6Degree,Technology,Tech-Enabled Fashion Talent Platform,Mumbai,Indian Angel Network,Seed Funding,1.8886
1583,2016-06-08,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurgaon,Sanjiv Rai,Seed Funding,9.443
1584,2016-06-08,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,9.443
1585,2016-06-08,Storeking,Ecommerce,Connecting Small Town Consumers To E-Commerce,Bangalore,Axiata Digital,Private Equity,151.088
1586,2016-06-08,Wired Hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, An Singh",Seed Funding,9.443
1587,2016-06-08,Myseniordoctor,Consumer Internet,Online Medical Support Platform,Gurgaon,Blackjag Partners,Seed Funding,1.8886
1588,2016-06-09,Teabox,Ecommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,9.443
1589,2016-06-09,Extraaedge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,9.443
1590,2016-06-09,Epaylater,Technology,Fin-Tech Platform,Mumbai,3 Undisclosed Hnis,Seed Funding,18.886
1591,2016-06-10,Kyazoonga,Ecommerce,Online Event Ticketing Platform,Mumbai,Ratan Tata,Seed Funding,9.443
1592,2016-06-10,Paytunes,Consumer Internet,Mobile Based Rewards Platform,New Delhi,"Cio Angel Network, Indian Angel Network",Private Equity,4.7215
1593,2016-06-10,Kickstart Jobs,Technology,Entry Level Hiring Platform,Gurgaon,"Vivek Joshi, Mohit Satyan, Amit Banati, Arun Khanna",Seed Funding,9.443
1594,2016-06-10,Freshee,Fmcg,Household Packaging & Storage Product Manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,9.443
1595,2016-06-10,Madrat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,9.443
1596,2016-06-11,Jazzmyride,Ecommerce,Auto Parts & Accessories Etailer,New Delhi,Tvs Automobile Solutions Ltd,Private Equity,9.443
1597,2016-06-11,Autosense,Technology,Data Analytics Based Customer Management Services,New Delhi,Tvs Automobile Solutions Ltd,Private Equity,9.443
1598,2016-06-11,Redsun Telematics,Consumer Internet,Internet Of Things Platform,Chennai,Tvs Automobile Solutions Ltd,Private Equity,9.443
1599,2016-06-13,Khanagadi,Consumer Internet,Online Food Delivery For Train Travelers,Jaipur,50K Ventures,Seed Funding,9.443
1600,2016-06-13,Bombay Shirt Company,Ecommerce,Online Custom Shirt Retailer,Mumbai,Undisclosed Investor,Private Equity,9.443
1602,2016-06-14,Edtechreview,Consumer Internet,Education Based Online Portal,New Delhi,Evc Ventures,Seed Funding,9.443
1603,2016-06-14,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules Maker,New Delhi,Valpro Capital  Existing Investors,Private Equity,9.443
1604,2016-06-14,Gobolt,Logistics,B2B Logistics Provider,New Delhi,Mcube8,Seed Funding,9.443
1605,2016-06-14,Jivox,Technology,Data Driven Advertising Platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,56.658
1606,2016-06-14,Sminq,Consumer Internet,Queue Management Mobile App,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,9.443
1607,2016-06-14,Curejoy,Consumer Internet,Online Alternative Health Community Platform,Bangalore,Accel Partners India,Private Equity,41.549200000000006
1608,2016-06-15,Oneway.Cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,4.24935
1609,2016-06-15,Grabonrent,Ecommerce,On-Demand Product Rental Marketplace,Bangalore,Ivycap Ventures  Unicorn India Ventures,Private Equity,9.443
1610,2016-06-16,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,4.24935
1611,2016-06-16,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,5.665800000000001
1612,2016-06-16,Athletto,Consumer Internet,Sports Venue Discovery And Booking Platform,Bangalore,Atul Ingle,Seed Funding,9.443
1613,2016-06-16,Saavn,Consumer Internet,Web/Mobile Music Streaming Service,US,Guy Oseary,Private Equity,9.443
1614,2016-06-16,Voonik,Ecommerce,Online Women'S Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,188.86
1615,2016-06-16,Thinkphi,Technology,Sustainable Green Tech Solution Developer,Mumbai,Nimmagadda Prasad,Seed Funding,9.443
1616,2016-06-17,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, Saif Partners",Private Equity,113.316
1617,2016-06-17,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,8.4987
1618,2016-06-17,Greythr,Technology,Payroll & Hr Software Developer,Bangalore,"New Enterprise Associates (Nea), Blume Ventures",Private Equity,49.10360000000001
1619,2016-06-17,Duffl,Ecommerce,Fashion Rental Marketplace,Bangalore,Betonindia Technology Pvt Ltd,Seed Funding,9.443
1620,2016-06-17,Byg,Consumer Internet,Fitness Centre Discovery & Booking Mobile App,Bangalore,"Sanjay Verma, Amit Khanna (Letsventure)",Seed Funding,9.443
1621,2016-06-20,Dipper,Ecommerce,Freight Logistics Marketplace,New Delhi,Undisclosed Investor,Seed Funding,9.443
1622,2016-06-20,Qonfuse,Consumer Internet,Online Test Papers For Competitive Exams,New Delhi,Hamraj Kumar,Seed Funding,9.443
1623,2016-06-20,The Indian Iris,Consumer Internet,Govt Policy Research & Information Portal,Ahmedabad,Timbru Ventures,Seed Funding,9.443
1624,2016-06-21,Onspoon,Consumer Internet,Online Platform For Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,1.4164500000000002
1625,2016-06-21,Restate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,9.443
1626,2016-06-21,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,9.443
1627,2016-06-21,Procmart,Consumer Internet,Online Procurement Marketplace,Noida,Indiamart,Private Equity,9.443
1628,2016-06-21,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,3.7772
1629,2016-06-21,Naturenama,Consumer Internet,Online Outdoors & Travel,Mumbai,Unicorn Venture,Seed Funding,2.124675
1630,2016-06-21,Cyclopsmedtech,Technology,Medical Technology Provider,Bangalore,Cp Bothra,Seed Funding,9.443
1631,2016-06-21,Syona Cosmetics,Fmcg,Beauty Products & Training To Salons & Spas,Chennai,The Chennai Angels,Seed Funding,1.4164500000000002
1632,2016-06-21,Prettysecrets,Ecommerce,Women Lingerie Store,Mumbai,"Rb Investments Pte Ltd, Orios Venture Partners",Private Equity,56.658
1633,2016-06-22,Spiderg,Consumer Internet,Online Invoice App For Smes,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,1.4164500000000002
1634,2016-06-23,Fareye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,33.0505
1635,2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,1.98303
1636,2016-06-23,Staqu,Technology,Artificial Intelligence Based Search Platform,Gurgaon,Indian Angel Network,Seed Funding,9.443
1637,2016-06-23,Padhopadhao,Consumer Internet,Home Tutors Search & Discovery,New Delhi,Rise India,Private Equity,9.443
1638,2016-06-24,Drivify,Consumer Internet,Professional Driver Discovery & Booking Mobile App,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,0.47215
1639,2016-06-24,Pratilipi,Consumer Internet,Multi-Lingual Self-Publishing Platform,Bangalore,Nexus Venture Partners,Seed Funding,9.443
1640,2016-06-24,Parablu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,4.7215
1641,2016-06-24,Schedulers Logistics,Logistics,Cold Storage Logistics Solutions,Mumbai,Gvfl,Private Equity,56.658
1642,2016-06-24,Leap India,Others,Supply Chain Equipment & Services Provider,Mumbai,Mayfield Ventures,Private Equity,28.329
1643,2016-06-24,Kabadiexpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed Investor,Seed Funding,1.3975640000000003
1644,2016-06-27,Yourdost,Consumer Internet,Online Counselling & Personal Coaching Platform,Bangalore,"Saif Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,11.331600000000002
1645,2016-06-27,Gomalon,Consumer Internet,Online Spa & Salon Discovery & Booking Platform,Bangalore,Undisclosed Investor,Seed Funding,0.9443
1646,2016-06-27,Voler Cars,Consumer Internet,Self-Driven Car Rental Platform,New Delhi,"Kanodia Family, Amit Banka",Seed Funding,9.443
1647,2016-06-27,Travelyaari,Consumer Internet,Online Ticket Booking Platform,Bangalore,Gvfl Ltd,Private Equity,28.329
1648,2016-06-28,Fabhotels,Consumer Internet,Online Hotel Aggregator & Booking Platform,Gurgaon,"Accel Partners, Rb Investments",Private Equity,75.544
1649,2016-06-28,Locanix,Technology,Gps Based Saas Solutions,Ahmedabad,Undisclosed Investors,Seed Funding,2.8329000000000004
1650,2016-06-28,Lendingkart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,302.176
1651,2016-06-28,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,2.7856850000000004
1652,2016-06-28,Mysuperbrain,Consumer Internet,Online Talent Discovery Platform For Kids,Hyderabad,Soniks Consulting,Seed Funding,9.443
1653,2016-06-28,Blogbeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,9.443
1654,2016-06-29,Letreach,Ecommerce,Ecommerce Saas Solutions,New Delhi,Vcommission,Private Equity,0.9443
1655,2016-06-29,Trendieapp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,0.47215
1656,2016-06-29,Impactguru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,9.443
1657,2016-06-29,Velvetcase,Ecommerce,Online Designer Jewellery Marketplace,Mumbai,"Uniqorn Ventures Fund, Tv Mohas Pai, S Somasegar",Private Equity,14.1645
1658,2016-06-30,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab Booking,Mumbai,Br Capital,Private Equity,236.075
1659,2016-06-30,Campus Diaries,Consumer Internet,Student Focussed Content Discovery Portal,Bangalore,Aarin Capital,Seed Funding,2.07746
1660,2016-06-30,Scripbox,Consumer Internet,Online Mutual Fund Investment Platform,Bangalore,"Omidyar Network, Accel Partners & Existing Investors",Private Equity,9.443
1661,2016-06-30,Biryani Blues,Food & Beverage,Qsr Chain,Gurgaon,Carpediem Capital & Others,Private Equity,3.475024
1662,2016-05-01,Motomojo,Consumer Internet,Mobile Based Vehicle Maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,9.443
1663,2016-05-01,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,3.550568
1664,2016-05-01,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,1.3692350000000002
1665,2016-05-02,Airwood,Technology,Agri Data & Analytics Platform,Chennai,Startupxseed Ventures,Seed Funding,9.443
1666,2016-05-03,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"Gmo Payment Gateway, Mediatek",Private Equity,472.15
1667,2016-05-03,Idreamcareer,Consumer Internet,Career Planning Services Portal,New Delhi,Br Capital,Private Equity,9.443
1668,2016-05-03,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed Investors,Seed Funding,2.36075
1669,2016-05-03,Boibanit,Consumer Internet,Online Food Delivery Platform,Vadodara,Undisclosed Investors,Seed Funding,9.443
1670,2016-05-03,Zuver,Consumer Internet,Car Driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,1.69974
1671,2016-05-03,Prepathon,Education,Competitive Exam Learning Platform,Mumbai,Blume Ventures,Private Equity,9.443
1672,2016-05-04,Easyroads,Consumer Internet,Road Trip Planning Mobile App,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,1.8886
1673,2016-05-04,Lenskart,Ecommerce,Eyewear & Accessories Etailer,New Delhi,"International Finance Corp, Tpg Growth, Adveq Management, Idg Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,566.58
1674,2016-05-04,Seclore,Technology,Enterprise Security Technology Platform,Mumbai,"Sistema Asia Fund, Helion Venture, Ventureeast, India Alternatives",Private Equity,113.316
1675,2016-05-04,Solartown,Technology,Solar Rooftop System Installation Company,Chennai,Grex.In,Seed Funding,1.8886
1676,2016-05-04,Comarete,Technology,Telecom & Media It Services Company,Pune,Grex.In,Seed Funding,1.8886
1677,2016-05-04,Mydentistchoice,Ecommerce,Medical Supplies Etailer,Hyderabad,Undisclosed Investors,Seed Funding,1.4164500000000002
1678,2016-05-04,Active.Ai,Technology,Intelligent Tech Platform For Finance Vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,4.7215
1679,2016-05-04,Affordplan,Technology,Affordable Non-Emergency Medical Service Health Plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,4.7215
1680,2016-05-04,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,4.7215
1681,2016-05-05,Unbxd,Technology,Ecommerce Product Discovery Software,New Delhi,"Idg Ventures, Inventus Capital, Indian Angel Network",Private Equity,9.443
1682,2016-05-05,Weballigator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group Of Undisclosed Angel Investors & Hnis,Seed Funding,3.541125
1683,2016-05-06,Eduace Services,Education,Education Workshops & Mentoring Programs,Lucknow,Momagic Technologies,Private Equity,9.443
1684,2016-05-06,Meesho,Ecommerce,Social Commerce Platform,Bangalore,Rajul Garg & Others,Seed Funding,9.443
1685,2016-05-07,Zebroads,Logistics,Logistics And Warehousing Services,Hyderabad,Undisclosed Investors,Seed Funding,0.7082250000000001
1686,2016-05-09,Locus,Technology,Logistics Intelligence Platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, Beenext, Rajesh Ranavat",Private Equity,25.968250000000005
1687,2016-05-09,Toko Innovations,Consumer Internet,Children'S Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,4.24935
1688,2016-05-09,Rentickle,Ecommerce,"Furniture, Appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Seep Gupta",Seed Funding,2.36075
1689,2016-05-10,Healthifyme,Consumer Internet,Health & Fitness App,Bangalore,"Idg Ventures India, Inventus Capital, Blume Ventures",Private Equity,56.658
